comment,sentiment,videoId
Dude you are the best. It is safe and 100 works,Positive,bBC-nXj3Ng4
"haga un video sobre transformadas (laplace, fourier, z- transformadas) ya que esto ayudar├í a muchos estudiantes de ingenier├¡a. Mucha gente da por sentado que se sabe muy poco sobre su significado f├¡sico, hay temas en ingenier├¡a basados en transformadas como se├▒ales y sistemas. , procesamiento de se├▒ales, teor├¡a de control, sus videos seguramente marcar├ín una diferencia en la comprensi├│n de estos temas.",Neutral,bBC-nXj3Ng4
"If I trade you dope for your EBT, is that considered a ÔÇ£crypto currencyÔÇØ ?",Neutral,bBC-nXj3Ng4
­ƒÆô ­ƒç«­ƒç«­ƒç« ­ƒôø­ƒôø,Neutral,bBC-nXj3Ng4
Ô×ù,Neutral,bBC-nXj3Ng4
­ƒç│­ƒç│,Neutral,bBC-nXj3Ng4
­ƒÖà­ƒÖà­ƒÖà,Neutral,bBC-nXj3Ng4
­ƒç│ ­ƒÆ½,Neutral,bBC-nXj3Ng4
­ƒÿà­ƒÿà­ƒÿà,Neutral,bBC-nXj3Ng4
­ƒÿ┐­ƒÿ┐­ƒÿ┐­ƒÿ®­ƒÿ®,Neutral,bBC-nXj3Ng4
­ƒåÆ­ƒåÆ­ƒÿÖÔÿæÔÿæ,Neutral,bBC-nXj3Ng4
­ƒç¿,Neutral,bBC-nXj3Ng4
­ƒç¬­ƒç¬­ƒç¬ ­ƒÿù­ƒÿù,Neutral,bBC-nXj3Ng4
­ƒÆ¿­ƒÆù­ƒÆù­ƒÆù,Neutral,bBC-nXj3Ng4
­ƒÿù ­ƒÆø­ƒÆø,Neutral,bBC-nXj3Ng4
­ƒÿ½­ƒÿ½ ­ƒç▒­ƒç▒,Neutral,bBC-nXj3Ng4
­ƒç¿­ƒç¿­ƒç¿,Neutral,bBC-nXj3Ng4
­ƒÆú ­ƒçÀ­ƒçÀ,Neutral,bBC-nXj3Ng4
"One note: a more accurate word for a blockchain is a *distributed* system.  Decentralized systems, logically, are chaotic, and have no central rules governing their behavior, which would, obviously, be terrible for a currency.  Bitcoin is hyper-centralized, which is what makes it so hard to hack.  The rules are very, very rigid, and anyone who tries to violate those central rules will get booted out of the system (which is also where hard forks come into play, as some folks want to changed the rules of Bitcoin, and had to split off and become a different currency).",Neutral,bBC-nXj3Ng4
You nailed this explanation!,Neutral,bBC-nXj3Ng4
"Brilliant explanation, thanks!",Positive,bBC-nXj3Ng4
2 to the power of 256 is one hundred Quattuorvigintillion,Neutral,bBC-nXj3Ng4
Has somebody translated this video into Russian?,Neutral,bBC-nXj3Ng4
Excellent level of detail. Thank You.,Positive,bBC-nXj3Ng4
"Question, what would happen to the decentralized nature of the system if one person or organization achieved complete quantum computational supremacy, will they be able to manipulate/control the system? Assuming they are the sole possessor of such supremacy. Sorry if this was already told/implied/explained or partly so during the video.",Neutral,bBC-nXj3Ng4
"wow, this is such an interesing video..because of my little knowledge about cryptography i was able to understand the concept almost fully!!",Neutral,bBC-nXj3Ng4
"But you can generate a private-public key from a digital signatures,correct?",Neutral,bBC-nXj3Ng4
This is incredibly well done.,Positive,bBC-nXj3Ng4
"So if someone has 50% of processing power in the world, they can do whatever they want with the Blockchain?",Neutral,bBC-nXj3Ng4
"9:56 you seem to forgot to explain ""how new money enters the ledger"" part. How new money gets entered in the ledger???",Neutral,bBC-nXj3Ng4
"I think if you ever created a video game , you should have some clear knowledge about bitcoin , its like creating you own in-game currency!",Neutral,bBC-nXj3Ng4
"A few questions that really confused me:
1. Why don't we remove the reward and have the transaction fee given to the miners only?
2. Seems that it is up to every miners to pick which transactions to be included to the block by themselves. In this case, how do the miners know which transactions are already included in the blockchain?
3. say person A & person B is trading via Bitcoin, do they wait for the transaction to be included into the blockchain before completing the trade?

Thanks for you answering",Neutral,bBC-nXj3Ng4
Literally the best explanation I have ever seen on this subject. Thank you 3B1B.,Positive,bBC-nXj3Ng4
"In most states, attending traffic school will remove traffic violations related to an accident, such as speeding. traffic school will not necessarily remove the record of the accident from your driving history prior to its expiration period, but can remove the traffic violation points incurred by the accident. An automobile accident often results in increased insurance premiums and, in some cases, can even jeopardize a person's employment. If you have ever been in an accident, you can find out if your state offers options for removing the accident from your record or you can have these records cleared by MARKENSTECH911­ƒÄåCOM who helped me remove accidents from my driving history and the service was quite affordable, i recommend Them. ",Neutral,bBC-nXj3Ng4
"In most states, attending traffic school will remove traffic violations related to an accident, such as speeding. traffic school will not necessarily remove the record of the accident from your driving history prior to its expiration period, but can remove the traffic violation points incurred by the accident. An automobile accident often results in increased insurance premiums and, in some cases, can even jeopardize a person's employment. If you have ever been in an accident, you can find out if your state offers options for removing the accident from your record or you can have these records cleared by MARKENSTECH911­ƒÄåCOM who helped me remove accidents from my driving history and the service was quite affordable, i recommend Them.",Neutral,bBC-nXj3Ng4
Can a quantum computer with enormous computing power pose any security threat to blockchain?,Neutral,bBC-nXj3Ng4
Can someone refer to the resources of this vid?  It was extremly helpful if we could use them,Neutral,bBC-nXj3Ng4
Amazing and informative video! Would you make a video covering Cardano's proof of stake model - Ouroboros? Thank you again!,Positive,bBC-nXj3Ng4
"Crypto is a type of ""digital"" fiat currency created out of thin air which is not tied to any tangible assets like Gold or silver. Zero Value!. They are luring you in under the notion that it could make you a millionaire and this is how they walk you into a new monetary system. Ultimately, these cryptos are also owned by them and ignorant sheeples under the greed of becoming rich flock towards their slaughter houses. They are actually ushering in AI, transhumanism, global control and dominance to make humanity even more enslaved. Buy a land, learn to grow your own food and be self sustained. Get away as much as possible from their NWO, WEF, Agenda 21 Crap.",Neutral,bBC-nXj3Ng4
If only we could get cryptocurrencies for sharing videos ­ƒÿë,Neutral,bBC-nXj3Ng4
"Now, does SHA have the same issue that RSA had, where it was only a matter of time before hackers managed to work their way up to being able to solve a big enough bit count?",Neutral,bBC-nXj3Ng4
What the heck are these bolded comments and why are they getting hundreds of likes,Neutral,bBC-nXj3Ng4
3 in the blue and 1 in the Brown is what i always say,Neutral,bBC-nXj3Ng4
Why is this video being swarmed by bots,Neutral,bBC-nXj3Ng4
"People naver know how to avoid making losses while trading, you need to get full understanding and knowledge it is not something you just gamble, Mr.Alece.consistent and constructive. I am getting the best from it.",Positive,bBC-nXj3Ng4
I've seen alot of videos related to this but this one is really informational.,Neutral,bBC-nXj3Ng4
"After studying blockchain tutorials, Merkle tree, symmetric and asymmetric keys concepts, I finally found this video which put all the pieces of my learning together in one thread and make me understandable complete picture of block chain workflow.",Neutral,bBC-nXj3Ng4
"Regarding the transaction fees, what happens if no miners pick up a transaction in the next block? Is it eventually picked up in the next block, or the next oneÔÇª or can it be ÔÇ£lostÔÇØ ?",Neutral,bBC-nXj3Ng4
Im still having trouble with these private keys...anyway thank you...,Neutral,bBC-nXj3Ng4
The best explanation i have ever seen for blockchain. Thank you for your hard work,Positive,bBC-nXj3Ng4
Good morning and thanks for the update.,Positive,bBC-nXj3Ng4
thanks,Neutral,bBC-nXj3Ng4
"7:39 if charlie pays everyone thousands of dollars,why he gets an ower?",Neutral,bBC-nXj3Ng4
"Thank you so much for this very informative video. The block chain methodology appears to have devised a way to ensure secure transactions; and people smarter people than me have likely answered most of the objections, I guess I remain skeptical. I base this on nothing more than human nature, greed, and the ability of people with personal motives to somehow work the system to their own benefit. For example, why couldn't a clever programmer just place 30 zeroes - followed by a random number set at the end of his block chain (after inserting his payoff), then replacate a large number of these pseudo-blocks and rapidly distribute them in quantity to an unsuspecting world? And, Bob's your uncle, and Bitcoin becomes another Magino Line to be circumvented.",Neutral,bBC-nXj3Ng4
bitcoin is math money,Neutral,bBC-nXj3Ng4
"I still don't understand who decides the difficulty of the challenge? The protocol?
In other words, who tells the miners how many zeros must be at the beginning of the digest?",Neutral,bBC-nXj3Ng4
"ok first bout of info I've ever learned on this. I don't understand how it is verified how much computational work is put into something. What does ""computational work"" mean practically speaking? And how do people know that there was a lot done -- I AM CONFUSION",Neutral,bBC-nXj3Ng4
"I'm new to crypto trading what's the best way to get started with trade cos I've been making my personal research for a while now, i don't know how to trade on cryptocurrency",Positive,bBC-nXj3Ng4
"Good evening, we are from Ukraine.­ƒö░
We really need any help!!!­ƒö░
ETH 0x29c1fe83b70eecd07098a1c9622aa1bb24464dbb
BTC 1PEnK2eumiG2pHf5HGX2arpitNG7zBXS6C",Positive,bBC-nXj3Ng4
"the spam bots under anything crypto related are just completely ridiculous, maybe 1 out of 10 comments are made by a real person here",Neutral,bBC-nXj3Ng4
Bitcoin is highly rated in the majority of the people that are commenting on here are nothing but robots click on their page and look at what they comment on nothing but Bitcoin and very few post on anything else it's a scam people,Neutral,bBC-nXj3Ng4
probably one of the best explanations of the blockchain that i have seen,Positive,bBC-nXj3Ng4
NICE VIDEO..... PLSI HAVE INCURRED SO MUCH LOSSES TRADING ON MY OWN...I TRADE WELL ON DEMO BUT I THINK THE REAL MARKET IS MANIPULATED... CAN ANYONE HELP ME OUT OR AT LEAST TELL ME WHAT I'M DOING WRONG?,Neutral,bBC-nXj3Ng4
"Hmm... yes, indeed... I understand..... ­ƒÖâ",Neutral,bBC-nXj3Ng4
FoodzParty WL mint april 19 12pm ct! epic nft collection guys <3,Positive,bBC-nXj3Ng4
"17:30 block creators
17:51 block reward
18:29 mining
19:10 decentralized consensus",Neutral,bBC-nXj3Ng4
"When Alice makes a transaction to Bob, she announces the transaction to the miners. However, if a miner makes the next block without Alice's transaction in it, what will happen to her transaction? Will it remains unhandled to those miners who have the record, and be added into the blockchain once those miners make a new block afterwards? Or it will be broadcasted again to all miners? 

Besides, is it possible some miners do not receive the broadcast?

Appreciate if some experts can enlighten me in these questions, really a complex idea to grasp.... But this video is undoubtedly a great piece! Cheers!!",Neutral,bBC-nXj3Ng4
test,Neutral,bBC-nXj3Ng4
"<An ex-colleague convinced me into stock trading and investments as profitable alternative sources of income. Unfortunately, I have been down ever since. Next time, I will spend my money on myself first before considering whether I will invest or not.>",Neutral,bBC-nXj3Ng4
Visa has more tx thruput but very slow finalization,Neutral,bBC-nXj3Ng4
"What if the block that is being verified (mined) has a false transaction?  It hasn't yet been added to the blockchain, so I could write ""joe pays me 100 bitcoin"" as I solve that block, and now there's no way to verify it because there's no final hash yet.  Once its solved, it'll add to the chain, and now my false transaction is locked without any way to prove otherwise.

What am I missing?",Negative,bBC-nXj3Ng4
2022 still watching?,Neutral,bBC-nXj3Ng4
useful haha,Neutral,bBC-nXj3Ng4
"The best time to buy bitcoin is in 2009, the second best is now.",Positive,bBC-nXj3Ng4
"My brain short circuited halfway through and i woke up in Japan, Crypto is bullshit and should be outlawed the u.s. has started taxing it but the global,governments know its a bunch of unearned ficticious and unaccountable nerd math hacking the banks and Zurich's central bank has started tracking all exchanges so they can begin to cease all crypto investots accounts. They plan to give a life sentence to the inventor for masterminding a grand ponzi scheme, hes in deep doo doo, yall better sell now.",Neutral,bBC-nXj3Ng4
"Someone told me that it's the best time to buy  Bitcoin, because there will soon huge pump",Positive,bBC-nXj3Ng4
turn off the power grid and good luck with energy powered currant-see,Positive,bBC-nXj3Ng4
This just taught me so much. Thank you. Subscribed.,Neutral,bBC-nXj3Ng4
"out of the 33k comments on this video, I doubt even 10k are real people",Neutral,bBC-nXj3Ng4
still the best bitcoin explainer vid on the net. Thank You.,Positive,bBC-nXj3Ng4
good),Positive,bBC-nXj3Ng4
the amount of scam bots under this video is insane.,Negative,bBC-nXj3Ng4
"If you designed blockchain, you would know the formula to deconstruct all other private keys at least enough to make good enough guesses to steal money whenever u wanted. This technology is garbage but if enough pos uses it, whatever i guess.",Neutral,bBC-nXj3Ng4
I love how you made this video. Thanks for your work.,Positive,bBC-nXj3Ng4
Hello there. This is the one random comment made by a real person.,Neutral,bBC-nXj3Ng4
"Americans income will be tracked by our politicians, I would like to say honest public servant, I believe most citizens know better to use honest and politicians in the same sentence.",Positive,bBC-nXj3Ng4
"This is a reminder to report any comments typed in bold you see in this comment section as spam. These comments, as well as their replies, are all crypto scam bots advertising a fake crypto site.",Neutral,bBC-nXj3Ng4
"Every new day, Bitcoin gains support and patronage of more and more politicians, billionaires, finance institutions and institutional investors. Could even surpass the 60k June 2022 forecast.",Positive,bBC-nXj3Ng4
"So first of all, love the vid

Just wanted to say from a purely meta kind of standpoint, I really love how this video is put together. Not even just the editing / graphics and what not, but just the way you tell the story. I'm constantly asking questions in my mind and it's like within the next minute or two you provide an answer. I'm definitely studying a lot of your videos to learn how to improve my own content because you do a masterful job at keeping your audience engaged. Fantastic work",Positive,bBC-nXj3Ng4
"Do you guys actually think that cryptocurrency is healthy and sustainable at all? Where does your magic money come from? Don't get me wrong, fiat currency sucks bad too. Every currency has its problem but crypto doesn't really solve any either. It being digital is a huge risk as well. I guess you should abuse it while you can. It surely won't be forever that way.",Neutral,bBC-nXj3Ng4
Why is this video half an hour?,Neutral,bBC-nXj3Ng4
Genio!,Neutral,bBC-nXj3Ng4
$AMC 2 da moon! ­ƒì┐­ƒªì­ƒÜÇ­ƒÖÅ­ƒÅ╗Ô£î­ƒÅ╝­ƒÿü­ƒæì­ƒÅ╝­ƒÆ░,Neutral,bBC-nXj3Ng4
­ƒæÇ,Neutral,bBC-nXj3Ng4
"non car si vraiment sa d├®rangeais les banques les politiciens l aurais d├®ja interdit , c est juste vous les traitres , les lache les vendue les vaccin├®es qui mettez en place le nouvel ordre mondial et la monnaie num├®rique , ont en veut pas de ta merde de bitcoin , sans monnaie ont ne pourra rien vendre sans informatique rien vendre sans etre contr├┤l├® et ont peut tous perdre a cause de piratage , moi j ai une seul envie , tous vous but├® bande de fils de chien",Neutral,bBC-nXj3Ng4
µ£ë õ╣ƒõ©ìµâ│þƒÑÚüô,Neutral,bBC-nXj3Ng4
is there a way to prove or ask for help and support satoshi nakamoto or patoshi is a filipino citizen or of origins?,Neutral,bBC-nXj3Ng4
Your ability to teach the complex and confusing  things in simple and visualisation form is god level­ƒöÑ­ƒöÑ,Neutral,bBC-nXj3Ng4
"When trying to get late payments removed on an active account, if it cannot be verified by the bureaus, do they remove that late payment and show on time payment for that month, show no information available for that month, or delete that account off the credit report? I want to get my late payment history corrected but not sure how disputing with the credit bureaus affects the active account if they cannot verify the information to be accurate, I wouldn't have been able to take them off if not me meeting MarKensTech911CoM...",Neutral,bBC-nXj3Ng4
"When trying to get late payments removed on an active account, if it cannot be verified by the bureaus, do they remove that late payment and show on time payment for that month, show no information available for that month, or delete that account off the credit report? I want to get my late payment history corrected but not sure how disputing with the credit bureaus affects the active account if they cannot verify the information to be accurate, I wouldn't have been able to take them off if not me meeting MarKensTech911CoM...",Neutral,bBC-nXj3Ng4
"When trying to get late payments removed on an active account, if it cannot be verified by the bureaus, do they remove that late payment and show on time payment for that month, show no information available for that month, or delete that account off the credit report? I want to get my late payment history corrected but not sure how disputing with the credit bureaus affects the active account if they cannot verify the information to be accurate, I wouldn't have been able to take them off if not me meeting MarKensTech911CoM...",Neutral,bBC-nXj3Ng4
"When trying to get late payments removed on an active account, if it cannot be verified by the bureaus, do they remove that late payment and show on time payment for that month, show no information available for that month, or delete that account off the credit report? I want to get my late payment history corrected but not sure how disputing with the credit bureaus affects the active account if they cannot verify the information to be accurate, I wouldn't have been able to take them off if not me meeting MarKensTech911CoM...",Neutral,bBC-nXj3Ng4
"When trying to get late payments removed on an active account, if it cannot be verified by the bureaus, do they remove that late payment and show on time payment for that month, show no information available for that month, or delete that account off the credit report? I want to get my late payment history corrected but not sure how disputing with the credit bureaus affects the active account if they cannot verify the information to be accurate, I wouldn't have been able to take them off if not me meeting MarKensTech911CoM...",Neutral,bBC-nXj3Ng4
Thanks for this amazing video sir!,Positive,bBC-nXj3Ng4
"Your information is priceless and i find it truly baffling as youtubers completely look at TA and ignore the bigger narrative of why there is a pump. Btc pumped due to the future ETF release, It's kind of irresponsible to ignore the fact that each ETF launch so far has caused a major dump at the peak of BTC.The entire space has always been volatile that's why we must always back up our crypto so that you do not have to be bothered when it goes bearish.I have always played safe in the space with a less talked about medium, trad ing.Rather than buying the dip and waiting for a pump, I just get to trade my assets with insight and signal provision from ­ƒæëMergetrade{VlA Te le gr am} I have made over 7 btc in March",Neutral,bBC-nXj3Ng4
this is so far the best video i've seen on this topic,Positive,bBC-nXj3Ng4
Thanks!,Neutral,bBC-nXj3Ng4
I HAVE BEEN MAKING LOSSES TRADING BITCOIN MYSELF...I THOUGHT TRADING ON DEMO ACCOUNT IS JUST LIKE TRADING THE REAL MARKET... CAN ANYONE HELP ME OUT OR AT LEAST ADVICE ME ON WHAT TO DO,Neutral,bBC-nXj3Ng4
"Morons.

You guys all realize this is total bullshit, right?  I can't believe how many stupid people there are in this world.

THIS IS A PONZI SCHEME THAT WILL COLLAPSE.

Idiots.",Negative,bBC-nXj3Ng4
Hey Grant can you maybe go through the comments and get rid of the people who claim to be a software engineer and that crypto is the new big thing? They're all just a bunch of spamming bots.,Neutral,bBC-nXj3Ng4
Hype lol,Positive,bBC-nXj3Ng4
So after a miner writes a block the other miners still need to write that block? So that if down the line there is a longer block chain you can change the block to that which the other miners wrote?,Neutral,bBC-nXj3Ng4
"this is fascinating, but I do want to know, what are the shortcomings of the current currency system? Is there a need for a centralised public receipt for all transactions made globally? And is the volatility of these currencies worth it..?",Neutral,bBC-nXj3Ng4
Someone told me that it's the best time to buy because there will be a huge pump soon,Positive,bBC-nXj3Ng4
Where does the value of the money come from?,Neutral,bBC-nXj3Ng4
I can't believe this video was made in 2017. Today I understood PoW properly.,Neutral,bBC-nXj3Ng4
A 26 minute video to explain to a bunch of idiots what a worthless decentralized hashfile currency is.,Negative,bBC-nXj3Ng4
"You are right sir! your explanation is very easy to follow up. I remember when I just got into crypto back in 2019 but later in 2021 I ended up selling it because I was dumb and I didn't understand it. I studied and learned and now I know how it works. Got back into crypto early in january and looks like we have the same mentality, I admit that seeing a -50% hurts but it's not a realized loss until you sell. Now<, I buy and just trade long term more than ever, I made over 1 btc from weeks trading with Mr Kenneth jayden Signal.",Neutral,bBC-nXj3Ng4
"GREAT VIDEO!! Before this I watched some videos about what it is and how cryptocurrency works. But they really couldn't describe how cryptocurrency works. They gave some vague analogies which I really couldn't understand well, Can't really blame them! They might know the thing from core but wouldn't tell it in the video so to make a short and interesting video that will attact and retain viewers. 

Then I found your video. Hesitated a bit noticing the video length but watched it anyway!  I think Now I REALLY understand the very basics of what crytocurrency is how it works. I still have questions Though I know I very likely wouldn't find answers of those as youtubers are oversimplifying things. But anyway a REALLY GREAT video!! THANKS for doing this!!",Positive,bBC-nXj3Ng4
"­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæå­ƒæåFor more information messages him, he have helped a lot of people that got scammed..",Positive,bBC-nXj3Ng4
But muh Hex coin.,Neutral,bBC-nXj3Ng4
"I actually sort of understand Bitcoin now, thank you!",Neutral,bBC-nXj3Ng4
"There's no doubt that cryptocurrencies are a brilliant invention. But you actually don't have to be a genius to benefit from them. If you think that trading is too complicated and cloud mining is too risky, I recommend that you familiarize yourself with trending services for defi mining, such as Minto finance or Mars project.",Neutral,bBC-nXj3Ng4
I watch this every now and then.,Neutral,bBC-nXj3Ng4
how do i know my sk?,Neutral,bBC-nXj3Ng4
whats the best app for buying crypto­ƒñö?,Positive,bBC-nXj3Ng4
"Sorry, I am sure this is knowledgeable information, but this went right over my head.  Just learning about crypto.  This is the second video I watched, but isn't this just one big pyramid scheme?  If nothing is backing it, where is the money coming from and how is money being made owning bitcoin?",Neutral,bBC-nXj3Ng4
i have 5 million bitcoin to trade with first customer of windows vista 2022 edition,Neutral,bBC-nXj3Ng4
"Whoever did this:
Thank you.
I wish I had you working with me!",Neutral,bBC-nXj3Ng4
The fact that no one seems to understand this no matter how many times itÔÇÖs explained.,Positive,bBC-nXj3Ng4
So that's why the fees get higher!! tysm!,Positive,bBC-nXj3Ng4
What is bitcoin burning?,Neutral,bBC-nXj3Ng4
18:01 Can miner gets any amont ledge dolar or is there a any limit?,Neutral,bBC-nXj3Ng4
How do I make sure that others receive a transaction I do and include it in their blocks?,Positive,bBC-nXj3Ng4
"only thing I hate about crypto:
fucking bots in comment section",Negative,bBC-nXj3Ng4
"Hello sir, nice to meet you, I want to discuss a business with you, can you tell me your answer?",Positive,bBC-nXj3Ng4
"I have been doing some research on the market too,it was quite challenging to understand the different trends on my own until I found out about Laura,trading made easy",Positive,bBC-nXj3Ng4
"This is one of the most strategic, insightful videos I've watched in years I am BLOWN away. I am working on writing an app to help people learn about surprise medical bills and how to avoid them, and I am going to site you and your tips in my app. Thank you SO much, you are a gift to so many vulnerable people I know it. And *Moneyhaveninvestment­ƒƒíorg* is a gift to get the America because of the invstment strategy",Neutral,bBC-nXj3Ng4
"This is one of the most strategic, insightful videos I've watched in years I am BLOWN away. I am working on writing an app to help people learn about surprise medical bills and how to avoid them, and I am going to site you and your tips in my app. Thank you SO much, you are a gift to so many vulnerable people I know it. And *Moneyhaveninvestment­ƒƒíorg* is a gift to get the America because of the invstment strategy",Neutral,bBC-nXj3Ng4
"This is one of the most strategic, insightful videos I've watched in years I am BLOWN away. I am working on writing an app to help people learn about surprise medical bills and how to avoid them, and I am going to site you and your tips in my app. Thank you SO much, you are a gift to so many vulnerable people I know it. And Moneyhaveninvestment­ƒƒíorg is a gift to get the America because of the invstment strategy",Neutral,bBC-nXj3Ng4
NO ONE DOES IT BETTER THAN *MONEYHAVENINVESTMENT­ƒƒáORG* THEY DELIVERED AT THE SPECULATED TIME AND ACCURATE DELIVERY. GOD BLESS YOU,Positive,bBC-nXj3Ng4
Tysm,Neutral,bBC-nXj3Ng4
"Great video that explains how bitcoin works.  From my understanding there are only 21Mil bitcoins possible...what happens in 2040 when that limit ie reached...will mining stop or due to scarcity the value of bitcoins go up.  To contrast it with regular currency, governments can just issue more currency...who would issue more bitcoins once the limit is reached? thx. BTW awesome video/animation ...what software was used for it?",Positive,bBC-nXj3Ng4
"Great explanation, I do have one question though.
Why do miners need to look for an imput that gets an output with a certain amount of 0ÔÇÖs? What about 30+ 1ÔÇÖsÔÇª. Or isnÔÇÖt any output number equally unique?",Positive,bBC-nXj3Ng4
I have achieved advanced brain hurt,Positive,bBC-nXj3Ng4
Ï╣Ï▒Ï¿┘è ┘àÏ▒ ┘à┘å ┘ç┘åÏº,Neutral,bBC-nXj3Ng4
But how does bitcoin actually work?,Neutral,bBC-nXj3Ng4
Amazing explanation,Positive,bBC-nXj3Ng4
Does Bitcoin have a 4 year cycle?­ƒÿü­ƒÿü,Neutral,bBC-nXj3Ng4
oh my god disable comments please,Neutral,bBC-nXj3Ng4
Thanks 3blue1brown. Now Google thinks I want to start buying all the buttcoins.,Neutral,bBC-nXj3Ng4
Realmente Educativo,Neutral,bBC-nXj3Ng4
"When you make the right decisions and take the right steps in trading the chances of losing your funds becomes slimmer and almost impossible especially when you have the right Miner helping you trade, miss jones_caro on IG does mine.",Neutral,bBC-nXj3Ng4
The statements at 3:07-->3:15 seem backwards,Neutral,bBC-nXj3Ng4
So how do I get the bitcoin again.,Neutral,bBC-nXj3Ng4
"This is one of the most strategic, insightful videos I've watched in years I am BLOWN away. I am working on writing an app to help people learn about surprise medical bills and how to avoid them, and I am going to site you and your tips in my app. Thank you SO much, you are a gift to so many vulnerable people I know it. And *MONEYHAVENINVESTMENT­ƒ¬ÉORG* is a gift to get the American's credit back in track <3",Neutral,bBC-nXj3Ng4
"This is one of the most strategic, insightful videos I've watched in years I am BLOWN away. I am working on writing an app to help people learn about surprise medical bills and how to avoid them, and I am going to site you and your tips in my app. Thank you SO much, you are a gift to so many vulnerable people I know it. And *MONEYHAVENINVESTMENT­ƒ¬ÉORG* is a gift to get the American's credit back in track <3",Neutral,bBC-nXj3Ng4
11:30 one possible solution can be to have a central clock and link that clock to all ledgers . Also when broadcasting that ledger line we can add the time . This is one possible solution,Neutral,bBC-nXj3Ng4
Can someone help me understand this video? Sorry for asking this but I really want to understand.,Neutral,bBC-nXj3Ng4
so the basis of crypto is gambling Oo ? why you call it mining ? mining is is not looking randomly to find resource. mining is digging to extract resources from areas where it is known to have it,Negative,bBC-nXj3Ng4
"i wanna know more about Metaverse, coz I'm intrigued with METAGODS",Positive,bBC-nXj3Ng4
IÔÇÖm not smart,Neutral,bBC-nXj3Ng4
I still don't get why.,Neutral,bBC-nXj3Ng4
"><Your contents are really educative 3Blue1Brown !!!Staying prof!table r0und the clock should be the g0al of every investor and trader alike, which is why I trade daily to increase my hoIdlngs. Even though am not an exprt tradr I always ensure to trad e using trad e s!gnals of expert traders like Morgan Tsoy . With Morgan's help I've accumulated over 4btc using her methods and strategies..<>>",Neutral,bBC-nXj3Ng4
was it your idea for the Wayne Dreadski hbar giveaway?,Neutral,bBC-nXj3Ng4
its shocking that women and colors understand crypto,Negative,bBC-nXj3Ng4
i am eager for the hbar giveaway w/ Wayne Dreadski,Neutral,bBC-nXj3Ng4
everyone hates dreadski because he has so much hbar,Neutral,bBC-nXj3Ng4
wayne dreadski giveaway will be a car or like 100k hbar,Neutral,bBC-nXj3Ng4
the day Wayne Dreadski is allowed in crypto I...I QUIT,Neutral,bBC-nXj3Ng4
Women and minorities like Wayne Dreadski plz stay out,Neutral,bBC-nXj3Ng4
its because Dreadski a 250k hbar giveway will start,Neutral,bBC-nXj3Ng4
dam crypto will suck if wayne dreadski stays in it,Neutral,bBC-nXj3Ng4
Thanks!,Neutral,bBC-nXj3Ng4
"When Alice tries to fool Bob, why does Alice not broadcast the dirty block to everyone? If so, wouldnt everyone just continue adding blocks to that faulty block?",Negative,bBC-nXj3Ng4
DO U FUCKIN IDIOTS KNOW HOW MANY SEXSLAVES WAS SOLD WITH BITCOIN... HOW MANY DRUGS AND GUNS... IM SO GLAD I NEVER TOUCHED THAT BS !!!,Positive,bBC-nXj3Ng4
Can you make a video about NFT? I mean whats really happening in the computer when minting NFT,Neutral,bBC-nXj3Ng4
IsnÔÇÖt the transaction fees some kind of bribery ?,Positive,bBC-nXj3Ng4
"I< have mixed feelings of more government involvement. The whole point of cryptocurrency was to be decentralized and yet we have an exchange and now regulations. More emphasis should be placed on trading, as it is more profitable than holding, trading went smooth for me as I was able to raise over 8 BTC when I started at 2 BTC in just few weeks implementing Mrs Stacy Wilfred daily trading signals and tips­ƒæÅ­ƒæÅ",Positive,bBC-nXj3Ng4
I'm new to cryptocurrency and I don't have a knowledge on how to trade on Cryptocurrency. Where can I find a legit broker? that will manage my account and also teach me how to trade.........,Neutral,bBC-nXj3Ng4
good video,Positive,bBC-nXj3Ng4
Great video! Please do one on proof of stake (Ethereum 2.0)!,Positive,bBC-nXj3Ng4
­ƒæåit work perfect with him  he help people a lot  is real not scam ­ƒæå­ƒæåI believe in him with successful Bitcoin confirmation,Positive,bBC-nXj3Ng4
